Date,Visa Inc
2007-05-01,82
2007-05-02,82
2007-05-03,84
2007-05-04,83
2007-05-05,87
2007-05-06,82
2007-05-07,79
2007-05-08,83
2007-05-09,82
2007-05-10,82
2007-05-11,81
2007-05-12,83
2007-05-13,80
2007-05-14,80
2007-05-15,80
2007-05-16,82
2007-05-17,82
2007-05-18,85
2007-05-19,85
2007-05-20,83
2007-05-21,83
2007-05-22,83
2007-05-23,82
2007-05-24,84
2007-05-25,85
2007-05-26,85
2007-05-27,84
2007-05-28,82
2007-05-29,83
2007-05-30,84
2007-05-31,83
2007-06-01,86
2007-06-02,84
2007-06-03,86
2007-06-04,83
2007-06-05,84
2007-06-06,87
2007-06-07,86
2007-06-08,85
2007-06-09,89
2007-06-10,84
2007-06-11,85
2007-06-12,82
2007-06-13,88
2007-06-14,83
2007-06-15,81
2007-06-16,83
2007-06-17,85
2007-06-18,80
2007-06-19,81
2007-06-20,82
2007-06-21,82
2007-06-22,82
2007-06-23,83
2007-06-24,83
2007-06-25,83
2007-06-26,84
2007-06-27,87
2007-06-28,88
2007-06-29,88
2007-06-30,93
2007-07-01,90
2007-07-02,90
2007-07-03,87
2007-07-04,89
2007-07-05,90
2007-07-06,88
2007-07-07,89
2007-07-08,88
2007-07-09,86
2007-07-10,91
2007-07-11,92
2007-07-12,93
2007-07-13,92
2007-07-14,96
2007-07-15,95
2007-07-16,92
2007-07-17,92
2007-07-18,94
2007-07-19,92
2007-07-20,93
2007-07-21,91
2007-07-22,95
2007-07-23,87
2007-07-24,90
2007-07-25,91
2007-07-26,93
2007-07-27,91
2007-07-28,90
2007-07-29,92
2007-07-30,89
2007-07-31,91
2007-08-01,93
2007-08-02,93
2007-08-03,93
2007-08-04,97
2007-08-05,95
2007-08-06,92
2007-08-07,92
2007-08-08,93
2007-08-09,93
2007-08-10,93
2007-08-11,95
2007-08-12,92
2007-08-13,89
2007-08-14,94
2007-08-15,91
2007-08-16,90
2007-08-17,94
2007-08-18,92
2007-08-19,93
2007-08-20,87
2007-08-21,89
2007-08-22,89
2007-08-23,89
2007-08-24,85
2007-08-25,91
2007-08-26,85
2007-08-27,83
2007-08-28,89
2007-08-29,86
2007-08-30,85
2007-08-31,87
2007-09-01,87
2007-09-02,89
2007-09-03,85
2007-09-04,83
2007-09-05,84
2007-09-06,86
2007-09-07,85
2007-09-08,87
2007-09-09,84
2007-09-10,81
2007-09-11,84
2007-09-12,86
2007-09-13,83
2007-09-14,82
2007-09-15,84
2007-09-16,87
2007-09-17,80
2007-09-18,84
2007-09-19,85
2007-09-20,82
2007-09-21,87
2007-09-22,86
2007-09-23,86
2007-09-24,78
2007-09-25,82
2007-09-26,84
2007-09-27,80
2007-09-28,80
2007-09-29,82
2007-09-30,80
2007-10-01,78
2007-10-02,81
2007-10-03,81
2007-10-04,83
2007-10-05,81
2007-10-06,86
2007-10-07,84
2007-10-08,81
2007-10-09,84
2007-10-10,83
2007-10-11,84
2007-10-12,83
2007-10-13,85
2007-10-14,85
2007-10-15,79
2007-10-16,82
2007-10-17,82
2007-10-18,80
2007-10-19,80
2007-10-20,82
2007-10-21,80
2007-10-22,76
2007-10-23,79
2007-10-24,76
2007-10-25,80
2007-10-26,79
2007-10-27,79
2007-10-28,81
2007-10-29,74
2007-10-30,82
2007-10-31,80
2007-11-01,84
2007-11-02,86
2007-11-03,87
2007-11-04,87
2007-11-05,83
2007-11-06,86
2007-11-07,86
2007-11-08,84
2007-11-09,84
2007-11-10,86
2007-11-11,86
2007-11-12,81
2007-11-13,83
2007-11-14,84
2007-11-15,83
2007-11-16,83
2007-11-17,84
2007-11-18,85
2007-11-19,80
2007-11-20,84
2007-11-21,85
2007-11-22,87
2007-11-23,86
2007-11-24,86
2007-11-25,88
2007-11-26,85
2007-11-27,90
2007-11-28,89
2007-11-29,90
2007-11-30,92
2007-12-01,94
2007-12-02,95
2007-12-03,90
2007-12-04,95
2007-12-05,97
2007-12-06,99
2007-12-07,98
2007-12-08,102
2007-12-09,98
2007-12-10,91
2007-12-11,92
2007-12-12,90
2007-12-13,88
2007-12-14,84
2007-12-15,83
2007-12-16,82
2007-12-17,84
2007-12-18,83
2007-12-19,86
2007-12-20,87
2007-12-21,89
2007-12-22,91
2007-12-23,91
2007-12-24,88
2007-12-25,90
2007-12-26,83
2007-12-27,83
2007-12-28,88
2007-12-29,91
2007-12-30,86
2007-12-31,86
2008-01-01,91
2008-01-02,84
2008-01-03,89
2008-01-04,91
2008-01-05,92
2008-01-06,92
2008-01-07,86
2008-01-08,90
2008-01-09,91
2008-01-10,89
2008-01-11,89
2008-01-12,90
2008-01-13,90
2008-01-14,83
2008-01-15,87
2008-01-16,87
2008-01-17,85
2008-01-18,86
2008-01-19,87
2008-01-20,83
2008-01-21,82
2008-01-22,81
2008-01-23,79
2008-01-24,82
2008-01-25,79
2008-01-26,78
2008-01-27,80
2008-01-28,77
2008-01-29,77
2008-01-30,80
2008-01-31,77
2008-02-01,79
2008-02-02,79
2008-02-03,79
2008-02-04,75
2008-02-05,80
2008-02-06,79
2008-02-07,77
2008-02-08,80
2008-02-09,80
2008-02-10,80
2008-02-11,75
2008-02-12,78
2008-02-13,79
2008-02-14,78
2008-02-15,77
2008-02-16,80
2008-02-17,77
2008-02-18,75
2008-02-19,79
2008-02-20,78
2008-02-21,78
2008-02-22,78
2008-02-23,81
2008-02-24,79
2008-02-25,76
2008-02-26,83
2008-02-27,82
2008-02-28,85
2008-02-29,82
2008-03-01,89
2008-03-02,84
2008-03-03,83
2008-03-04,84
2008-03-05,84
2008-03-06,84
2008-03-07,83
2008-03-08,85
2008-03-09,83
2008-03-10,78
2008-03-11,81
2008-03-12,80
2008-03-13,78
2008-03-14,81
2008-03-15,80
2008-03-16,80
2008-03-17,79
2008-03-18,84
2008-03-19,83
2008-03-20,90
2008-03-21,96
2008-03-22,93
2008-03-23,93
2008-03-24,84
2008-03-25,90
2008-03-26,89
2008-03-27,86
2008-03-28,85
2008-03-29,87
2008-03-30,84
2008-03-31,82
2008-04-01,83
2008-04-02,83
2008-04-03,83
2008-04-04,85
2008-04-05,85
2008-04-06,83
2008-04-07,78
2008-04-08,84
2008-04-09,82
2008-04-10,83
2008-04-11,85
2008-04-12,84
2008-04-13,85
2008-04-14,77
2008-04-15,81
2008-04-16,81
2008-04-17,79
2008-04-18,77
2008-04-19,78
2008-04-20,77
2008-04-21,74
2008-04-22,77
2008-04-23,76
2008-04-24,77
2008-04-25,75
2008-04-26,78
2008-04-27,81
2008-04-28,72
2008-04-29,80
2008-04-30,81
2008-05-01,82
2008-05-02,83
2008-05-03,85
2008-05-04,84
2008-05-05,80
2008-05-06,82
2008-05-07,85
2008-05-08,81
2008-05-09,83
2008-05-10,85
2008-05-11,83
2008-05-12,80
2008-05-13,81
2008-05-14,80
2008-05-15,81
2008-05-16,83
2008-05-17,81
2008-05-18,81
2008-05-19,76
2008-05-20,79
2008-05-21,79
2008-05-22,80
2008-05-23,77
2008-05-24,79
2008-05-25,79
2008-05-26,73
2008-05-27,78
2008-05-28,77
2008-05-29,77
2008-05-30,76
2008-05-31,77
2008-06-01,78
2008-06-02,77
2008-06-03,78
2008-06-04,82
2008-06-05,82
2008-06-06,83
2008-06-07,87
2008-06-08,86
2008-06-09,80
2008-06-10,84
2008-06-11,82
2008-06-12,80
2008-06-13,82
2008-06-14,83
2008-06-15,81
2008-06-16,78
2008-06-17,80
2008-06-18,80
2008-06-19,81
2008-06-20,79
2008-06-21,83
2008-06-22,81
2008-06-23,80
2008-06-24,80
2008-06-25,83
2008-06-26,81
2008-06-27,86
2008-06-28,82
2008-06-29,86
2008-06-30,80
2008-07-01,83
2008-07-02,86
2008-07-03,86
2008-07-04,86
2008-07-05,85
2008-07-06,87
2008-07-07,81
2008-07-08,90
2008-07-09,89
2008-07-10,90
2008-07-11,93
2008-07-12,95
2008-07-13,94
2008-07-14,86
2008-07-15,93
2008-07-16,95
2008-07-17,95
2008-07-18,94
2008-07-19,96
2008-07-20,96
2008-07-21,90
2008-07-22,91
2008-07-23,94
2008-07-24,92
2008-07-25,90
2008-07-26,93
2008-07-27,91
2008-07-28,84
2008-07-29,91
2008-07-30,89
2008-07-31,89
2008-08-01,89
2008-08-02,90
2008-08-03,90
2008-08-04,86
2008-08-05,87
2008-08-06,89
2008-08-07,90
2008-08-08,90
2008-08-09,93
2008-08-10,91
2008-08-11,83
2008-08-12,90
2008-08-13,90
2008-08-14,89
2008-08-15,89
2008-08-16,92
2008-08-17,89
2008-08-18,84
2008-08-19,88
2008-08-20,87
2008-08-21,89
2008-08-22,88
2008-08-23,88
2008-08-24,89
2008-08-25,83
2008-08-26,88
2008-08-27,86
2008-08-28,85
2008-08-29,87
2008-08-30,85
2008-08-31,85
2008-09-01,82
2008-09-02,80
2008-09-03,83
2008-09-04,84
2008-09-05,82
2008-09-06,85
2008-09-07,81
2008-09-08,79
2008-09-09,80
2008-09-10,83
2008-09-11,80
2008-09-12,81
2008-09-13,83
2008-09-14,81
2008-09-15,75
2008-09-16,81
2008-09-17,82
2008-09-18,81
2008-09-19,80
2008-09-20,84
2008-09-21,79
2008-09-22,78
2008-09-23,79
2008-09-24,80
2008-09-25,79
2008-09-26,80
2008-09-27,80
2008-09-28,80
2008-09-29,75
2008-09-30,80
2008-10-01,81
2008-10-02,82
2008-10-03,82
2008-10-04,85
2008-10-05,82
2008-10-06,79
2008-10-07,80
2008-10-08,83
2008-10-09,81
2008-10-10,82
2008-10-11,81
2008-10-12,82
2008-10-13,75
2008-10-14,76
2008-10-15,76
2008-10-16,77
2008-10-17,73
2008-10-18,76
2008-10-19,74
2008-10-20,70
2008-10-21,75
2008-10-22,73
2008-10-23,75
2008-10-24,75
2008-10-25,76
2008-10-26,75
2008-10-27,74
2008-10-28,76
2008-10-29,78
2008-10-30,77
2008-10-31,80
2008-11-01,80
2008-11-02,79
2008-11-03,77
2008-11-04,77
2008-11-05,77
2008-11-06,75
2008-11-07,76
2008-11-08,77
2008-11-09,78
2008-11-10,70
2008-11-11,76
2008-11-12,76
2008-11-13,74
2008-11-14,75
2008-11-15,77
2008-11-16,75
2008-11-17,71
2008-11-18,75
2008-11-19,77
2008-11-20,76
2008-11-21,76
2008-11-22,78
2008-11-23,77
2008-11-24,73
2008-11-25,76
2008-11-26,76
2008-11-27,78
2008-11-28,73
2008-11-29,77
2008-11-30,76
2008-12-01,74
2008-12-02,81
2008-12-03,79
2008-12-04,80
2008-12-05,83
2008-12-06,84
2008-12-07,83
2008-12-08,80
2008-12-09,81
2008-12-10,82
2008-12-11,82
2008-12-12,82
2008-12-13,84
2008-12-14,83
2008-12-15,77
2008-12-16,81
2008-12-17,83
2008-12-18,82
2008-12-19,81
2008-12-20,85
2008-12-21,81
2008-12-22,77
2008-12-23,82
2008-12-24,85
2008-12-25,85
2008-12-26,74
2008-12-27,83
2008-12-28,83
2008-12-29,78
2008-12-30,85
2008-12-31,85
2009-01-01,88
2009-01-02,81
2009-01-03,90
2009-01-04,89
2009-01-05,79
2009-01-06,87
2009-01-07,86
2009-01-08,89
2009-01-09,87
2009-01-10,87
2009-01-11,88
2009-01-12,80
2009-01-13,85
2009-01-14,83
2009-01-15,83
2009-01-16,83
2009-01-17,81
2009-01-18,83
2009-01-19,75
2009-01-20,79
2009-01-21,77
2009-01-22,79
2009-01-23,78
2009-01-24,79
2009-01-25,80
2009-01-26,75
2009-01-27,78
2009-01-28,79
2009-01-29,79
2009-01-30,78
2009-01-31,80
2009-02-01,80
2009-02-02,79
2009-02-03,78
2009-02-04,78
2009-02-05,81
2009-02-06,79
2009-02-07,80
2009-02-08,81
2009-02-09,75
2009-02-10,78
2009-02-11,76
2009-02-12,78
2009-02-13,76
2009-02-14,78
2009-02-15,76
2009-02-16,74
2009-02-17,76
2009-02-18,78
2009-02-19,78
2009-02-20,78
2009-02-21,82
2009-02-22,80
2009-02-23,77
2009-02-24,79
2009-02-25,78
2009-02-26,77
2009-02-27,79
2009-02-28,81
2009-03-01,80
2009-03-02,77
2009-03-03,79
2009-03-04,81
2009-03-05,81
2009-03-06,81
2009-03-07,83
2009-03-08,82
2009-03-09,76
2009-03-10,81
2009-03-11,79
2009-03-12,80
2009-03-13,78
2009-03-14,82
2009-03-15,80
2009-03-16,75
2009-03-17,80
2009-03-18,81
2009-03-19,80
2009-03-20,80
2009-03-21,84
2009-03-22,83
2009-03-23,77
2009-03-24,83
2009-03-25,80
2009-03-26,81
2009-03-27,81
2009-03-28,82
2009-03-29,82
2009-03-30,75
2009-03-31,82
